time,15ckpitae_ecf_0001m.unqcd,15ckpitae_ecf_0024m.unqcd
2015-08-02 14:00:00,0.289,5.921
2015-08-02 15:00:00,0.311,5.987
2015-08-02 16:00:00,0.297,4.758
2015-08-02 17:00:00,0.298,3.727
2015-08-02 18:00:00,0.326,0.619
2015-08-02 19:00:00,0.297,2.313
2015-08-02 20:00:00,0.244,0.165
2015-08-02 21:00:00,0.251,0.046
2015-08-02 22:00:00,0.268,1.485
2015-08-02 23:00:00,0.266,2.22
2015-08-03 00:00:00,0.229,2.524
2015-08-03 01:00:00,0.237,5.488
2015-08-03 02:00:00,0.264,4.929
2015-08-03 03:00:00,0.298,3.605
2015-08-03 04:00:00,0.309,1.04
2015-08-03 05:00:00,0.377,1.452
2015-08-03 06:00:00,0.344,0.511
2015-08-03 07:00:00,0.344,0.131
2015-08-03 08:00:00,0.342,0.188
2015-08-03 09:00:00,0.317,0.077
2015-08-03 10:00:00,0.302,0.066
2015-08-03 11:00:00,0.329,0.113
2015-08-03 12:00:00,0.329,0.068
2015-08-03 13:00:00,0.318,0.085
2015-08-03 14:00:00,0.357,0.098
2015-08-03 15:00:00,0.375,0.556
2015-08-03 16:00:00,0.397,0.279
2015-08-03 17:00:00,0.351,0.176
2015-08-03 18:00:00,0.277,0.097
2015-08-03 19:00:00,0.269,0.195
2015-08-03 20:00:00,0.26,0.119
2015-08-03 21:00:00,0.238,0.189
2015-08-03 22:00:00,0.235,0.062
2015-08-03 23:00:00,0.262,0.203
2015-08-04 00:00:00,0.262,0.146
2015-08-04 01:00:00,0.291,0.322
2015-08-04 02:00:00,0.26,0.144
2015-08-04 03:00:00,0.337,0.209
2015-08-04 04:00:00,0.391,3.675
2015-08-04 05:00:00,0.428,3.15
2015-08-04 06:00:00,0.455,0.398
2015-08-04 07:00:00,0.422,0.281
2015-08-04 08:00:00,0.388,0.158
2015-08-04 09:00:00,0.36,0.04
2015-08-04 10:00:00,0.351,0.06
2015-08-04 11:00:00,0.384,0.211
2015-08-04 12:00:00,0.395,0.494
2015-08-04 13:00:00,0.388,1.31
2015-08-04 14:00:00,0.439,1.631
2015-08-04 15:00:00,0.391,1.731
2015-08-04 16:00:00,0.339,1.248
2015-08-04 17:00:00,0.266,1.675
2015-08-04 18:00:00,0.248,2.062
2015-08-04 19:00:00,0.213,4.052
2015-08-04 20:00:00,0.237,3.551
2015-08-04 21:00:00,0.215,3.732
2015-08-04 22:00:00,0.178,3.703
2015-08-04 23:00:00,0.226,3.703
2015-08-05 00:00:00,0.257,3.481
2015-08-05 01:00:00,0.211,2.928
2015-08-05 02:00:00,0.224,3.129
2015-08-05 03:00:00,0.273,3.136
2015-08-05 04:00:00,0.298,3.718
2015-08-05 05:00:00,0.351,3.744
2015-08-05 06:00:00,0.41,3.489
2015-08-05 07:00:00,0.46,3.709
2015-08-05 08:00:00,0.457,3.399
2015-08-05 09:00:00,0.428,2.247
2015-08-05 10:00:00,0.395,1.664
2015-08-05 11:00:00,0.395,1.788
2015-08-05 12:00:00,0.393,2.944
2015-08-05 13:00:00,0.391,3.949
2015-08-05 14:00:00,0.417,1.895
2015-08-05 15:00:00,0.41,0.903
2015-08-05 16:00:00,0.431,0.781
2015-08-05 17:00:00,0.348,2.378
2015-08-05 18:00:00,0.322,2.852
2015-08-05 19:00:00,0.258,1.029
2015-08-05 20:00:00,0.229,2.635
2015-08-05 21:00:00,0.218,1.59
2015-08-05 22:00:00,0.207,0.417
2015-08-05 23:00:00,0.213,1.23
2015-08-06 00:00:00,0.18,1.553
2015-08-06 01:00:00,0.186,1.269
2015-08-06 02:00:00,0.207,0.704
2015-08-06 03:00:00,0.22,1.017
2015-08-06 04:00:00,0.238,1.033
2015-08-06 05:00:00,0.298,1.992
2015-08-06 06:00:00,0.344,2.532
2015-08-06 07:00:00,0.355,2.231
2015-08-06 08:00:00,0.339,2.829
2015-08-06 09:00:00,0.346,3.28
2015-08-06 10:00:00,0.328,3.119
2015-08-06 11:00:00,0.329,2.479
2015-08-06 12:00:00,0.371,2.237
2015-08-06 13:00:00,0.366,2.915
2015-08-06 14:00:00,0.368,2.937
2015-08-06 15:00:00,0.371,2.845
2015-08-06 16:00:00,0.302,2.726
2015-08-06 17:00:00,0.238,2.533
2015-08-06 18:00:00,0.207,2.798
2015-08-06 19:00:00,0.229,1.806
2015-08-06 20:00:00,0.224,1.395
2015-08-06 21:00:00,0.222,0.822
2015-08-06 22:00:00,0.217,0.606
2015-08-06 23:00:00,0.22,0.61
2015-08-07 00:00:00,0.242,0.465
2015-08-07 01:00:00,0.269,0.303
2015-08-07 02:00:00,0.326,1.536
2015-08-07 03:00:00,0.36,2.563
2015-08-07 04:00:00,0.36,1.833
2015-08-07 05:00:00,0.36,0.259
2015-08-07 06:00:00,0.318,0.371
2015-08-07 07:00:00,0.295,0.275
2015-08-07 08:00:00,0.339,0.223
2015-08-07 09:00:00,0.313,0.128
2015-08-07 10:00:00,0.337,0.444
2015-08-07 11:00:00,0.359,0.258
2015-08-07 12:00:00,0.369,0.34
2015-08-07 13:00:00,0.419,1.051
2015-08-07 14:00:00,0.475,1.205
2015-08-07 15:00:00,0.397,0.189
2015-08-07 16:00:00,0.339,0.261
2015-08-07 17:00:00,0.298,0.331
2015-08-07 18:00:00,0.277,0.449
2015-08-07 19:00:00,0.291,2.174
2015-08-07 20:00:00,0.266,0.441
2015-08-07 21:00:00,0.328,0.574
2015-08-07 22:00:00,0.309,1.049
2015-08-07 23:00:00,0.275,0.893
2015-08-08 00:00:00,0.291,0.824
2015-08-08 01:00:00,0.313,0.538
2015-08-08 02:00:00,0.326,0.638
2015-08-08 03:00:00,0.337,0.774
2015-08-08 04:00:00,0.42,0.697
2015-08-08 05:00:00,0.455,0.749
2015-08-08 06:00:00,0.482,0.793
2015-08-08 07:00:00,0.477,0.758
2015-08-08 08:00:00,0.488,0.544
2015-08-08 09:00:00,0.46,0.613
2015-08-08 10:00:00,0.442,0.79
2015-08-08 11:00:00,0.444,0.699
2015-08-08 12:00:00,0.459,0.452
2015-08-08 13:00:00,0.488,0.686
2015-08-08 14:00:00,0.462,0.317
2015-08-08 15:00:00,0.5,0.413
2015-08-08 16:00:00,0.493,0.3
2015-08-08 17:00:00,0.486,0.43
2015-08-08 18:00:00,0.453,0.456
2015-08-08 19:00:00,0.41,0.616
2015-08-08 20:00:00,0.329,0.303
2015-08-08 21:00:00,0.309,0.572
2015-08-08 22:00:00,0.275,0.631
2015-08-08 23:00:00,0.282,1.3
2015-08-09 00:00:00,0.3,0.872
2015-08-09 01:00:00,0.317,0.497
2015-08-09 02:00:00,0.395,0.951
2015-08-09 03:00:00,0.448,0.6
2015-08-09 04:00:00,0.486,0.405
2015-08-09 05:00:00,0.506,0.538
2015-08-09 06:00:00,0.513,0.459
2015-08-09 07:00:00,0.506,0.731
2015-08-09 08:00:00,0.502,0.602
2015-08-09 09:00:00,0.495,0.627
2015-08-09 10:00:00,0.499,0.518
2015-08-09 11:00:00,0.444,0.589
2015-08-09 12:00:00,0.468,0.624
2015-08-09 13:00:00,0.471,0.926
2015-08-09 14:00:00,0.439,1.201
2015-08-09 15:00:00,0.42,1.145
2015-08-09 16:00:00,0.329,1.219
2015-08-09 17:00:00,0.339,1.297
2015-08-09 18:00:00,0.273,1.198
2015-08-09 19:00:00,0.291,1.205
2015-08-09 20:00:00,0.351,1.256
2015-08-09 21:00:00,0.309,1.51
2015-08-09 22:00:00,0.346,1.431
2015-08-09 23:00:00,0.346,1.269
2015-08-10 00:00:00,0.362,1.166
2015-08-10 01:00:00,0.402,1.094
2015-08-10 02:00:00,0.408,1.026
2015-08-10 03:00:00,0.47,1.29
2015-08-10 04:00:00,0.593,0.952
2015-08-10 05:00:00,0.615,0.852
2015-08-10 06:00:00,0.622,0.856
2015-08-10 07:00:00,0.639,1.008
2015-08-10 08:00:00,0.639,0.939
2015-08-10 09:00:00,0.615,0.928
2015-08-10 10:00:00,0.601,0.942
2015-08-10 11:00:00,0.591,0.877
2015-08-10 12:00:00,0.561,0.834
2015-08-10 13:00:00,0.588,0.803
2015-08-10 14:00:00,0.575,0.833
2015-08-10 15:00:00,0.573,0.803
2015-08-10 16:00:00,0.586,0.785
2015-08-10 17:00:00,0.566,0.852
2015-08-10 18:00:00,0.513,0.86
2015-08-10 19:00:00,0.497,0.773
2015-08-10 20:00:00,0.457,0.796
2015-08-10 21:00:00,0.408,0.773
2015-08-10 22:00:00,0.382,0.689
2015-08-10 23:00:00,0.384,0.733
2015-08-11 00:00:00,0.408,0.758
2015-08-11 01:00:00,0.431,0.768
2015-08-11 02:00:00,0.495,0.747
2015-08-11 03:00:00,0.526,0.749
2015-08-11 04:00:00,0.584,0.846
2015-08-11 05:00:00,0.612,1.211
2015-08-11 06:00:00,0.695,0.808
2015-08-11 07:00:00,0.71,0.755
2015-08-11 08:00:00,0.686,0.727
2015-08-11 09:00:00,0.666,0.727
2015-08-11 10:00:00,0.662,0.758
2015-08-11 11:00:00,0.677,0.781
2015-08-11 12:00:00,0.682,0.733
2015-08-11 13:00:00,0.686,0.735
2015-08-11 14:00:00,0.704,0.747
2015-08-11 15:00:00,0.682,0.749
2015-08-11 16:00:00,0.588,0.655
2015-08-11 17:00:00,0.515,0.658
2015-08-11 18:00:00,0.46,0.702
2015-08-11 19:00:00,0.406,0.648
2015-08-11 20:00:00,0.391,0.651
2015-08-11 21:00:00,0.44,0.633
2015-08-11 22:00:00,0.386,0.648
2015-08-11 23:00:00,0.384,0.66
2015-08-12 00:00:00,0.389,0.689
2015-08-12 01:00:00,0.415,0.627
2015-08-12 02:00:00,0.444,0.698
2015-08-12 03:00:00,0.47,0.641
2015-08-12 04:00:00,0.491,0.613
2015-08-12 05:00:00,0.626,0.532
2015-08-12 06:00:00,0.706,0.629
2015-08-12 07:00:00,0.701,0.739
2015-08-12 08:00:00,0.682,0.69
2015-08-12 09:00:00,0.692,0.778
2015-08-12 10:00:00,0.668,0.96
2015-08-12 11:00:00,0.664,0.594
2015-08-12 12:00:00,0.652,0.591
2015-08-12 13:00:00,0.686,0.565
2015-08-12 14:00:00,0.673,0.623
2015-08-12 15:00:00,0.613,0.594
2015-08-12 16:00:00,0.471,0.382
2015-08-12 17:00:00,0.382,0.361
2015-08-12 18:00:00,0.366,0.36
2015-08-12 19:00:00,0.382,0.373
2015-08-12 20:00:00,0.386,0.386
2015-08-12 21:00:00,0.375,0.382
2015-08-12 22:00:00,0.342,0.413
2015-08-12 23:00:00,0.337,0.435
2015-08-13 00:00:00,0.38,0.521
2015-08-13 01:00:00,0.408,0.577
2015-08-13 02:00:00,0.497,0.638
2015-08-13 03:00:00,0.615,0.648
2015-08-13 04:00:00,0.659,0.591
2015-08-13 05:00:00,0.648,0.428
2015-08-13 06:00:00,0.641,0.444
2015-08-13 07:00:00,0.708,0.701
2015-08-13 08:00:00,0.695,0.894
2015-08-13 09:00:00,0.69,0.752
2015-08-13 10:00:00,0.728,0.789
2015-08-13 11:00:00,0.708,0.805
2015-08-13 12:00:00,0.719,1.036
2015-08-13 13:00:00,0.697,0.763
2015-08-13 14:00:00,0.728,0.853
2015-08-13 15:00:00,0.775,0.879
2015-08-13 16:00:00,0.757,0.959
2015-08-13 17:00:00,0.641,0.991
2015-08-13 18:00:00,0.635,1.057
2015-08-13 19:00:00,0.486,0.988
2015-08-13 20:00:00,0.524,1.411
2015-08-13 21:00:00,0.531,1.132
2015-08-13 22:00:00,0.51,1.164
2015-08-13 23:00:00,0.533,1.421
2015-08-14 00:00:00,0.53,1.105
2015-08-14 01:00:00,0.491,1.081
2015-08-14 02:00:00,0.539,1.057
2015-08-14 03:00:00,0.501,1.048
2015-08-14 04:00:00,0.737,0.872
2015-08-14 05:00:00,0.741,0.919
2015-08-14 06:00:00,0.821,0.891
2015-08-14 07:00:00,0.804,0.891
2015-08-14 08:00:00,0.741,0.882
2015-08-14 09:00:00,0.697,0.844
2015-08-14 10:00:00,0.648,0.849
2015-08-14 11:00:00,0.653,1.202
2015-08-14 12:00:00,0.679,1.189
2015-08-14 13:00:00,0.697,1.326
2015-08-14 14:00:00,0.759,1.038
2015-08-14 15:00:00,0.783,1.051
2015-08-14 16:00:00,0.817,1.173
2015-08-14 17:00:00,0.808,1.354
2015-08-14 18:00:00,0.723,1.171
2015-08-14 19:00:00,0.672,1.132
2015-08-14 20:00:00,0.471,1.474
2015-08-14 21:00:00,0.508,2.288
2015-08-14 22:00:00,0.519,1.701
2015-08-14 23:00:00,0.515,1.146
2015-08-15 00:00:00,0.462,0.956
2015-08-15 01:00:00,0.439,1.101
2015-08-15 02:00:00,0.548,1.243
2015-08-15 03:00:00,0.528,1.444
2015-08-15 04:00:00,0.464,0.961
2015-08-15 05:00:00,0.577,1.015
2015-08-15 06:00:00,0.715,1.096
2015-08-15 07:00:00,0.753,1.087
2015-08-15 08:00:00,0.743,0.901
2015-08-15 09:00:00,0.697,0.833
2015-08-15 10:00:00,0.681,0.874
2015-08-15 11:00:00,0.681,1.358
2015-08-15 12:00:00,0.686,0.97
2015-08-15 13:00:00,0.673,0.933
2015-08-15 14:00:00,0.655,0.877
2015-08-15 15:00:00,0.668,0.897
2015-08-15 16:00:00,0.666,0.901
2015-08-15 17:00:00,0.653,0.885
2015-08-15 18:00:00,0.619,0.834
2015-08-15 19:00:00,0.482,0.711
2015-08-15 20:00:00,0.44,0.749
2015-08-15 21:00:00,0.444,0.644
2015-08-15 22:00:00,0.45,0.599
2015-08-15 23:00:00,0.44,0.621
2015-08-16 00:00:00,0.444,0.651
2015-08-16 01:00:00,0.513,0.66
2015-08-16 02:00:00,0.537,0.641
2015-08-16 03:00:00,0.601,0.638
2015-08-16 04:00:00,0.712,0.738
2015-08-16 05:00:00,0.757,0.669
2015-08-16 06:00:00,0.79,0.821
2015-08-16 07:00:00,0.817,0.79
2015-08-16 08:00:00,0.784,0.765
2015-08-16 09:00:00,0.768,0.707
2015-08-16 10:00:00,0.774,0.961
2015-08-16 11:00:00,0.775,0.838
2015-08-16 12:00:00,0.772,0.815
2015-08-16 13:00:00,0.743,0.921
2015-08-16 14:00:00,0.777,0.844
2015-08-16 15:00:00,0.764,0.912
2015-08-16 16:00:00,0.717,0.745
2015-08-16 17:00:00,0.646,0.835
2015-08-16 18:00:00,0.615,0.796
2015-08-16 19:00:00,0.513,0.835
2015-08-16 20:00:00,0.48,0.811
2015-08-16 21:00:00,0.411,0.648
2015-08-16 22:00:00,0.415,0.639
2015-08-16 23:00:00,0.437,0.641
2015-08-17 00:00:00,0.42,0.79
2015-08-17 01:00:00,0.477,0.824
2015-08-17 02:00:00,0.504,0.881
2015-08-17 03:00:00,0.624,0.885
2015-08-17 04:00:00,0.666,1.026
2015-08-17 05:00:00,0.681,0.935
2015-08-17 06:00:00,0.713,1.168
2015-08-17 07:00:00,0.699,1.213
2015-08-17 08:00:00,0.666,1.217
2015-08-17 09:00:00,0.652,1.059
2015-08-17 10:00:00,0.622,1.135
2015-08-17 11:00:00,0.622,1.202
2015-08-17 12:00:00,0.626,1.133
2015-08-17 13:00:00,0.617,1.352
2015-08-17 14:00:00,0.65,1.767
2015-08-17 15:00:00,0.637,1.562
2015-08-17 16:00:00,0.652,1.023
2015-08-17 17:00:00,0.641,1.073
2015-08-17 18:00:00,0.502,1.661
2015-08-17 19:00:00,0.442,1.645
2015-08-17 20:00:00,0.437,1.746
2015-08-17 21:00:00,0.393,1.859
2015-08-17 22:00:00,0.428,1.73
2015-08-17 23:00:00,0.433,1.72
2015-08-18 00:00:00,0.417,1.49
2015-08-18 01:00:00,0.411,1.553
2015-08-18 02:00:00,0.448,1.708
2015-08-18 03:00:00,0.464,1.853
2015-08-18 04:00:00,0.504,2.155
2015-08-18 05:00:00,0.61,1.502
2015-08-18 06:00:00,0.726,1.307
2015-08-18 07:00:00,0.764,1.171
2015-08-18 08:00:00,0.757,0.983
2015-08-18 09:00:00,0.724,1.015
2015-08-18 10:00:00,0.712,1.083
2015-08-18 11:00:00,0.682,1.286
2015-08-18 12:00:00,0.652,1.238
2015-08-18 13:00:00,0.703,1.091
2015-08-18 14:00:00,0.697,1.05
2015-08-18 15:00:00,0.672,0.905
2015-08-18 16:00:00,0.673,0.975
2015-08-18 17:00:00,0.557,1.049
2015-08-18 18:00:00,0.522,1.483
2015-08-18 19:00:00,0.47,1.192
2015-08-18 20:00:00,0.419,0.815
2015-08-18 21:00:00,0.388,0.823
2015-08-18 22:00:00,0.362,0.761
2015-08-18 23:00:00,0.349,0.567
2015-08-19 00:00:00,0.324,0.57
2015-08-19 01:00:00,0.304,0.703
2015-08-19 02:00:00,0.355,0.743
2015-08-19 03:00:00,0.342,0.723
2015-08-19 04:00:00,0.389,0.721
2015-08-19 05:00:00,0.48,0.558
2015-08-19 06:00:00,0.508,0.439
2015-08-19 07:00:00,0.535,0.503
2015-08-19 08:00:00,0.517,0.467
2015-08-19 09:00:00,0.537,0.547
2015-08-19 10:00:00,0.519,0.622
2015-08-19 11:00:00,0.497,0.625
2015-08-19 12:00:00,0.524,0.786
2015-08-19 13:00:00,0.506,0.823
2015-08-19 14:00:00,0.513,0.724
2015-08-19 15:00:00,0.506,0.678
2015-08-19 16:00:00,0.462,0.858
2015-08-19 17:00:00,0.437,1.021
2015-08-19 18:00:00,0.371,1.078
2015-08-19 19:00:00,0.318,0.914
2015-08-19 20:00:00,0.318,0.922
2015-08-19 21:00:00,0.264,0.882
2015-08-19 22:00:00,0.242,1.019
2015-08-19 23:00:00,0.242,0.857
2015-08-20 00:00:00,0.242,0.828
2015-08-20 01:00:00,0.282,0.72
2015-08-20 02:00:00,0.271,0.742
2015-08-20 03:00:00,0.337,0.753
2015-08-20 04:00:00,0.386,0.79
2015-08-20 05:00:00,0.462,0.927
2015-08-20 06:00:00,0.506,0.956
2015-08-20 07:00:00,0.517,0.99
2015-08-20 08:00:00,0.526,0.954
2015-08-20 09:00:00,0.502,0.948
2015-08-20 10:00:00,0.539,0.854
2015-08-20 11:00:00,0.57,0.889
2015-08-20 12:00:00,0.541,0.891
2015-08-20 13:00:00,0.504,0.874
2015-08-20 14:00:00,0.484,0.904
2015-08-20 15:00:00,0.455,0.473
2015-08-20 16:00:00,0.391,0.691
2015-08-20 17:00:00,0.344,0.806
2015-08-20 18:00:00,0.304,0.66
2015-08-20 19:00:00,0.229,0.512
2015-08-20 20:00:00,0.249,0.683
2015-08-20 21:00:00,0.211,0.513
2015-08-20 22:00:00,0.257,0.473
2015-08-20 23:00:00,0.237,0.382
2015-08-21 00:00:00,0.275,0.503
2015-08-21 01:00:00,0.277,0.62
2015-08-21 02:00:00,0.28,0.721
2015-08-21 03:00:00,0.257,0.731
2015-08-21 04:00:00,0.348,0.647
2015-08-21 05:00:00,0.446,0.556
2015-08-21 06:00:00,0.457,0.603
2015-08-21 07:00:00,0.535,0.633
2015-08-21 08:00:00,0.562,0.612
2015-08-21 09:00:00,0.561,0.584
2015-08-21 10:00:00,0.575,0.555
2015-08-21 11:00:00,0.571,0.566
2015-08-21 12:00:00,0.564,0.584
2015-08-21 13:00:00,0.579,0.562
2015-08-21 14:00:00,0.597,0.61
2015-08-21 15:00:00,0.541,0.872
2015-08-21 16:00:00,0.541,0.915
2015-08-21 17:00:00,0.41,0.828
2015-08-21 18:00:00,0.408,0.857
2015-08-21 19:00:00,0.368,0.886
2015-08-21 20:00:00,0.38,0.83
2015-08-21 21:00:00,0.346,0.807
2015-08-21 22:00:00,0.277,0.682
2015-08-21 23:00:00,0.3,0.594
2015-08-22 00:00:00,0.297,0.578
2015-08-22 01:00:00,0.355,0.625
2015-08-22 02:00:00,0.382,0.7
2015-08-22 03:00:00,0.426,0.813
2015-08-22 04:00:00,0.48,0.837
2015-08-22 05:00:00,0.526,0.899
2015-08-22 06:00:00,0.546,0.882
2015-08-22 07:00:00,0.57,0.805
2015-08-22 08:00:00,0.577,0.773
2015-08-22 09:00:00,0.546,0.676
2015-08-22 10:00:00,0.553,0.632
2015-08-22 11:00:00,0.544,0.676
2015-08-22 12:00:00,0.561,0.68
2015-08-22 13:00:00,0.559,0.72
2015-08-22 14:00:00,0.55,0.721
2015-08-22 15:00:00,0.561,0.784
2015-08-22 16:00:00,0.561,0.781
2015-08-22 17:00:00,0.428,0.794
2015-08-22 18:00:00,0.433,0.862
2015-08-22 19:00:00,0.426,0.825
2015-08-22 20:00:00,0.397,0.809
2015-08-22 21:00:00,0.335,0.79
2015-08-22 22:00:00,0.326,0.842
2015-08-22 23:00:00,0.32,0.902
2015-08-23 00:00:00,0.317,0.913
2015-08-23 01:00:00,0.353,0.881
2015-08-23 02:00:00,0.339,0.883
2015-08-23 03:00:00,0.389,0.926
2015-08-23 04:00:00,0.464,0.979
2015-08-23 05:00:00,0.508,1.002
2015-08-23 06:00:00,0.53,1.115
2015-08-23 07:00:00,0.553,1.079
2015-08-23 08:00:00,0.555,0.962
2015-08-23 09:00:00,0.564,0.916
2015-08-23 10:00:00,0.559,0.819
2015-08-23 11:00:00,0.561,0.657
2015-08-23 12:00:00,0.57,0.546
2015-08-23 13:00:00,0.564,0.574
2015-08-23 14:00:00,0.537,0.622
2015-08-23 15:00:00,0.51,2.05
2015-08-23 16:00:00,0.539,2.743
2015-08-23 17:00:00,0.517,2.327
2015-08-23 18:00:00,0.422,1.17
2015-08-23 19:00:00,0.362,1.317
2015-08-23 20:00:00,0.326,0.966
2015-08-23 21:00:00,0.293,1.202
2015-08-23 22:00:00,0.269,1.229
2015-08-23 23:00:00,0.26,1.288
2015-08-24 00:00:00,0.306,1.214
2015-08-24 01:00:00,0.282,1.772
2015-08-24 02:00:00,0.329,1.857
2015-08-24 03:00:00,0.424,1.463
2015-08-24 04:00:00,0.602,1.252
2015-08-24 05:00:00,0.808,1.058
2015-08-24 06:00:00,0.848,1.028
2015-08-24 07:00:00,0.673,0.965
2015-08-24 08:00:00,0.642,1.097
2015-08-24 09:00:00,0.637,0.803
2015-08-24 10:00:00,0.588,0.681
2015-08-24 11:00:00,0.617,0.946
2015-08-24 12:00:00,0.664,0.944
2015-08-24 13:00:00,0.684,0.872
2015-08-24 14:00:00,0.588,0.737
2015-08-24 15:00:00,0.546,0.895
2015-08-24 16:00:00,0.453,0.733
2015-08-24 17:00:00,0.502,0.667
2015-08-24 18:00:00,0.661,0.733
2015-08-24 19:00:00,0.686,0.683
2015-08-24 20:00:00,0.695,0.79
2015-08-24 21:00:00,0.531,1.9
2015-08-24 22:00:00,0.541,0.993
2015-08-24 23:00:00,0.511,1.266
2015-08-25 00:00:00,0.451,1.498
2015-08-25 01:00:00,0.497,1.285
2015-08-25 02:00:00,0.517,1.218
2015-08-25 03:00:00,0.535,1.402
2015-08-25 04:00:00,0.592,1.435
2015-08-25 05:00:00,0.633,3.765
2015-08-25 06:00:00,0.648,1.926
