time,15ckpitae_s37_0001m,15ckpitae_s37_0025m
2015-08-02 16:00:00,30.974,32.341
2015-08-02 17:00:00,30.965,32.317
2015-08-02 18:00:00,30.954,32.232
2015-08-02 19:00:00,30.961,32.277
2015-08-02 20:00:00,30.99,32.205
2015-08-02 21:00:00,30.96,32.139
2015-08-02 22:00:00,30.863,32.203
2015-08-02 23:00:00,30.949,32.304
2015-08-03 00:00:00,31.064,32.331
2015-08-03 01:00:00,31.076,32.345
2015-08-03 02:00:00,30.994,32.347
2015-08-03 03:00:00,30.998,32.284
2015-08-03 04:00:00,30.943,32.299
2015-08-03 05:00:00,30.941,32.297
2015-08-03 06:00:00,30.699,32.248
2015-08-03 07:00:00,30.639,32.23
2015-08-03 08:00:00,30.613,32.211
2015-08-03 09:00:00,30.61,32.132
2015-08-03 10:00:00,30.615,32.114
2015-08-03 11:00:00,30.617,32.13
2015-08-03 12:00:00,30.64,32.139
2015-08-03 13:00:00,30.668,32.107
2015-08-03 14:00:00,30.697,32.131
2015-08-03 15:00:00,30.758,32.168
2015-08-03 16:00:00,30.798,32.157
2015-08-03 17:00:00,30.688,32.198
2015-08-03 18:00:00,30.718,32.123
2015-08-03 19:00:00,30.842,32.175
2015-08-03 20:00:00,30.908,32.142
2015-08-03 21:00:00,30.737,32.173
2015-08-03 22:00:00,30.452,32.154
2015-08-03 23:00:00,30.446,32.165
2015-08-04 00:00:00,30.519,32.151
2015-08-04 01:00:00,30.718,32.166
2015-08-04 02:00:00,30.679,32.142
2015-08-04 03:00:00,30.55,32.046
2015-08-04 04:00:00,30.319,32.241
2015-08-04 05:00:00,30.256,32.23
2015-08-04 06:00:00,30.255,32.181
2015-08-04 07:00:00,30.278,32.163
2015-08-04 08:00:00,30.223,32.148
2015-08-04 09:00:00,30.228,32.132
2015-08-04 10:00:00,30.24,32.135
2015-08-04 11:00:00,30.269,32.173
2015-08-04 12:00:00,30.265,32.196
2015-08-04 13:00:00,30.29,32.211
2015-08-04 14:00:00,30.297,32.202
2015-08-04 15:00:00,30.288,32.22
2015-08-04 16:00:00,30.275,32.22
2015-08-04 17:00:00,30.179,32.218
2015-08-04 18:00:00,29.877,32.219
2015-08-04 19:00:00,29.673,32.258
2015-08-04 20:00:00,29.494,32.274
2015-08-04 21:00:00,29.465,32.261
2015-08-04 22:00:00,29.47,32.256
2015-08-04 23:00:00,29.492,32.267
2015-08-05 00:00:00,29.488,32.266
2015-08-05 01:00:00,29.489,32.212
2015-08-05 02:00:00,29.479,32.24
2015-08-05 03:00:00,29.458,32.124
2015-08-05 04:00:00,29.4,32.084
2015-08-05 05:00:00,29.321,32.226
2015-08-05 06:00:00,29.265,32.245
2015-08-05 07:00:00,29.25,32.269
2015-08-05 08:00:00,29.284,32.242
2015-08-05 09:00:00,29.383,32.16
2015-08-05 10:00:00,29.439,32.058
2015-08-05 11:00:00,29.486,31.922
2015-08-05 12:00:00,29.523,31.892
2015-08-05 13:00:00,29.53,31.994
2015-08-05 14:00:00,29.526,32.203
2015-08-05 15:00:00,29.507,32.19
2015-08-05 16:00:00,29.48,31.929
2015-08-05 17:00:00,29.403,31.862
2015-08-05 18:00:00,29.415,31.869
2015-08-05 19:00:00,29.5,31.989
2015-08-05 20:00:00,29.471,31.889
2015-08-05 21:00:00,29.462,31.938
2015-08-05 22:00:00,29.443,31.969
2015-08-05 23:00:00,29.434,32.161
2015-08-06 00:00:00,29.439,32.277
2015-08-06 01:00:00,29.458,32.227
2015-08-06 02:00:00,29.446,32.043
2015-08-06 03:00:00,29.451,32.126
2015-08-06 04:00:00,29.427,32.163
2015-08-06 05:00:00,29.43,32.234
2015-08-06 06:00:00,29.462,32.266
2015-08-06 07:00:00,29.433,32.226
2015-08-06 08:00:00,29.44,32.221
2015-08-06 09:00:00,29.446,32.294
2015-08-06 10:00:00,29.445,32.279
2015-08-06 11:00:00,29.504,32.229
2015-08-06 12:00:00,29.557,32.182
2015-08-06 13:00:00,29.518,32.279
2015-08-06 14:00:00,29.499,32.286
2015-08-06 15:00:00,29.508,32.284
2015-08-06 16:00:00,29.49,32.305
2015-08-06 17:00:00,29.497,32.3
2015-08-06 18:00:00,29.496,32.291
2015-08-06 19:00:00,29.556,32.254
2015-08-06 20:00:00,29.652,32.279
2015-08-06 21:00:00,29.7,32.312
2015-08-06 22:00:00,29.757,32.243
2015-08-06 23:00:00,29.824,32.214
2015-08-07 00:00:00,29.928,32.219
2015-08-07 01:00:00,30.016,32.118
2015-08-07 02:00:00,30.111,32.12
2015-08-07 03:00:00,30.058,32.175
2015-08-07 04:00:00,29.76,32.18
2015-08-07 05:00:00,29.253,32.166
2015-08-07 06:00:00,29.174,32.142
2015-08-07 07:00:00,29.175,32.126
2015-08-07 08:00:00,29.167,32.189
2015-08-07 09:00:00,29.183,32.128
2015-08-07 10:00:00,29.231,32.191
2015-08-07 11:00:00,29.257,32.179
2015-08-07 12:00:00,29.304,32.079
2015-08-07 13:00:00,29.257,32.104
2015-08-07 14:00:00,29.227,32.158
2015-08-07 15:00:00,29.22,32.214
2015-08-07 16:00:00,29.266,32.183
2015-08-07 17:00:00,29.326,32.194
2015-08-07 18:00:00,29.389,32.244
2015-08-07 19:00:00,29.432,32.169
2015-08-07 20:00:00,29.496,32.158
2015-08-07 21:00:00,29.492,32.123
2015-08-07 22:00:00,29.459,32.233
2015-08-07 23:00:00,29.455,32.235
2015-08-08 00:00:00,29.456,32.214
2015-08-08 01:00:00,29.47,32.255
2015-08-08 02:00:00,29.478,32.237
2015-08-08 03:00:00,29.536,32.216
2015-08-08 04:00:00,29.582,32.222
2015-08-08 05:00:00,29.721,32.216
2015-08-08 06:00:00,29.751,32.222
2015-08-08 07:00:00,29.764,32.22
2015-08-08 08:00:00,29.629,32.214
2015-08-08 09:00:00,29.479,32.201
2015-08-08 10:00:00,29.372,32.201
2015-08-08 11:00:00,29.31,32.215
2015-08-08 12:00:00,29.328,32.19
2015-08-08 13:00:00,29.457,32.184
2015-08-08 14:00:00,29.659,32.217
2015-08-08 15:00:00,29.739,32.229
2015-08-08 16:00:00,29.828,32.222
2015-08-08 17:00:00,29.858,32.221
2015-08-08 18:00:00,29.873,32.212
2015-08-08 19:00:00,29.918,32.191
2015-08-08 20:00:00,29.969,32.194
2015-08-08 21:00:00,30.007,32.186
2015-08-08 22:00:00,30.049,32.18
2015-08-08 23:00:00,30.085,32.19
2015-08-09 00:00:00,30.011,32.172
2015-08-09 01:00:00,29.998,32.161
2015-08-09 02:00:00,30.156,32.151
2015-08-09 03:00:00,30.404,32.155
2015-08-09 04:00:00,30.371,32.144
2015-08-09 05:00:00,30.366,32.146
2015-08-09 06:00:00,30.418,32.132
2015-08-09 07:00:00,30.45,32.139
2015-08-09 08:00:00,30.465,32.125
2015-08-09 09:00:00,30.532,32.135
2015-08-09 10:00:00,30.597,32.133
2015-08-09 11:00:00,30.903,32.117
2015-08-09 12:00:00,30.743,32.11
2015-08-09 13:00:00,30.613,32.113
2015-08-09 14:00:00,30.596,32.172
2015-08-09 15:00:00,30.634,32.176
2015-08-09 16:00:00,30.647,32.178
2015-08-09 17:00:00,30.663,32.175
2015-08-09 18:00:00,30.682,32.169
2015-08-09 19:00:00,30.757,32.165
2015-08-09 20:00:00,30.833,32.171
2015-08-09 21:00:00,30.875,32.18
2015-08-09 22:00:00,30.965,32.178
2015-08-09 23:00:00,31.059,32.182
2015-08-10 00:00:00,31.054,32.196
2015-08-10 01:00:00,31.056,32.2
2015-08-10 02:00:00,31.065,32.2
2015-08-10 03:00:00,31.073,32.189
2015-08-10 04:00:00,31.078,32.188
2015-08-10 05:00:00,31.083,32.182
2015-08-10 06:00:00,31.09,32.174
2015-08-10 07:00:00,31.097,32.167
2015-08-10 08:00:00,31.104,32.173
2015-08-10 09:00:00,31.111,32.182
2015-08-10 10:00:00,31.118,32.182
2015-08-10 11:00:00,31.126,32.189
2015-08-10 12:00:00,31.13,32.186
2015-08-10 13:00:00,31.13,32.185
2015-08-10 14:00:00,31.125,32.194
2015-08-10 15:00:00,31.122,32.192
2015-08-10 16:00:00,31.109,32.191
2015-08-10 17:00:00,31.103,32.191
2015-08-10 18:00:00,31.1,32.191
2015-08-10 19:00:00,31.097,32.195
2015-08-10 20:00:00,31.088,32.201
2015-08-10 21:00:00,31.081,32.191
2015-08-10 22:00:00,31.074,32.192
2015-08-10 23:00:00,31.056,32.193
2015-08-11 00:00:00,31.033,32.189
2015-08-11 01:00:00,31.014,32.19
2015-08-11 02:00:00,31.011,32.181
2015-08-11 03:00:00,31.006,32.172
2015-08-11 04:00:00,30.996,32.17
2015-08-11 05:00:00,31.008,32.164
2015-08-11 06:00:00,30.934,32.166
2015-08-11 07:00:00,30.87,32.166
2015-08-11 08:00:00,30.856,32.167
2015-08-11 09:00:00,30.858,32.167
2015-08-11 10:00:00,30.861,32.166
2015-08-11 11:00:00,30.859,32.164
2015-08-11 12:00:00,30.854,32.163
2015-08-11 13:00:00,30.853,32.159
2015-08-11 14:00:00,30.858,32.156
2015-08-11 15:00:00,30.865,32.155
2015-08-11 16:00:00,30.879,32.154
2015-08-11 17:00:00,30.895,32.155
2015-08-11 18:00:00,30.901,32.155
2015-08-11 19:00:00,30.906,32.158
2015-08-11 20:00:00,30.906,32.159
2015-08-11 21:00:00,30.903,32.16
2015-08-11 22:00:00,30.896,32.159
2015-08-11 23:00:00,30.901,32.159
2015-08-12 00:00:00,30.927,32.158
2015-08-12 01:00:00,30.94,32.159
2015-08-12 02:00:00,30.947,32.153
2015-08-12 03:00:00,30.951,32.147
2015-08-12 04:00:00,30.953,32.148
2015-08-12 05:00:00,30.932,32.141
2015-08-12 06:00:00,30.922,32.146
2015-08-12 07:00:00,30.913,32.152
2015-08-12 08:00:00,30.901,32.157
2015-08-12 09:00:00,30.895,32.159
2015-08-12 10:00:00,30.909,32.154
2015-08-12 11:00:00,30.916,32.153
2015-08-12 12:00:00,30.916,32.146
2015-08-12 13:00:00,30.913,32.144
2015-08-12 14:00:00,30.908,32.138
2015-08-12 15:00:00,30.908,32.127
2015-08-12 16:00:00,30.917,32.11
2015-08-12 17:00:00,30.93,32.1
2015-08-12 18:00:00,30.933,32.088
2015-08-12 19:00:00,30.929,32.087
2015-08-12 20:00:00,30.929,32.086
2015-08-12 21:00:00,30.952,32.081
2015-08-12 22:00:00,30.909,32.077
2015-08-12 23:00:00,30.765,32.067
2015-08-13 00:00:00,30.686,32.06
2015-08-13 01:00:00,30.672,32.031
2015-08-13 02:00:00,30.655,32.02
2015-08-13 03:00:00,30.636,32.011
2015-08-13 04:00:00,30.6,32.032
2015-08-13 05:00:00,30.575,32.072
2015-08-13 06:00:00,30.569,32.095
2015-08-13 07:00:00,30.555,32.008
2015-08-13 08:00:00,30.544,32.004
2015-08-13 09:00:00,30.545,32.012
2015-08-13 10:00:00,30.588,32.009
2015-08-13 11:00:00,30.587,32.018
2015-08-13 12:00:00,30.594,31.994
2015-08-13 13:00:00,30.612,31.981
2015-08-13 14:00:00,30.623,31.981
2015-08-13 15:00:00,30.65,31.977
2015-08-13 16:00:00,30.665,31.972
2015-08-13 17:00:00,30.677,31.967
2015-08-13 18:00:00,30.662,31.967
2015-08-13 19:00:00,30.652,31.952
2015-08-13 20:00:00,30.632,31.947
2015-08-13 21:00:00,30.618,31.941
2015-08-13 22:00:00,30.639,31.938
2015-08-13 23:00:00,30.673,31.934
2015-08-14 00:00:00,30.681,31.933
2015-08-14 01:00:00,30.697,31.929
2015-08-14 02:00:00,30.696,31.926
2015-08-14 03:00:00,30.698,31.919
2015-08-14 04:00:00,30.688,31.911
2015-08-14 05:00:00,30.678,31.903
2015-08-14 06:00:00,30.656,31.903
2015-08-14 07:00:00,30.656,31.9
2015-08-14 08:00:00,30.674,31.899
2015-08-14 09:00:00,30.706,31.9
2015-08-14 10:00:00,30.71,31.896
2015-08-14 11:00:00,30.691,31.927
2015-08-14 12:00:00,30.665,31.97
2015-08-14 13:00:00,30.644,31.978
2015-08-14 14:00:00,30.607,31.943
2015-08-14 15:00:00,30.564,31.935
2015-08-14 16:00:00,30.531,31.948
2015-08-14 17:00:00,30.514,31.953
2015-08-14 18:00:00,30.517,31.973
2015-08-14 19:00:00,30.533,31.972
2015-08-14 20:00:00,30.542,31.978
2015-08-14 21:00:00,30.547,31.968
2015-08-14 22:00:00,30.55,31.96
2015-08-14 23:00:00,30.552,31.951
2015-08-15 00:00:00,30.553,31.937
2015-08-15 01:00:00,30.558,31.926
2015-08-15 02:00:00,30.569,31.933
2015-08-15 03:00:00,30.584,31.971
2015-08-15 04:00:00,30.565,31.985
2015-08-15 05:00:00,30.566,31.986
2015-08-15 06:00:00,30.57,31.967
2015-08-15 07:00:00,30.583,31.971
2015-08-15 08:00:00,30.582,31.979
2015-08-15 09:00:00,30.603,31.976
2015-08-15 10:00:00,30.625,31.979
2015-08-15 11:00:00,30.616,32.028
2015-08-15 12:00:00,30.613,32.02
2015-08-15 13:00:00,30.613,32.022
2015-08-15 14:00:00,30.624,32.03
2015-08-15 15:00:00,30.638,32.02
2015-08-15 16:00:00,30.633,32.009
2015-08-15 17:00:00,30.618,32.002
2015-08-15 18:00:00,30.592,32.014
2015-08-15 19:00:00,30.586,32.013
2015-08-15 20:00:00,30.582,32.007
2015-08-15 21:00:00,30.575,32.033
2015-08-15 22:00:00,30.577,32.049
2015-08-15 23:00:00,30.58,32.045
2015-08-16 00:00:00,30.583,32.057
2015-08-16 01:00:00,30.588,32.052
2015-08-16 02:00:00,30.595,32.045
2015-08-16 03:00:00,30.608,32.057
2015-08-16 04:00:00,30.63,32.089
2015-08-16 05:00:00,30.634,32.084
2015-08-16 06:00:00,30.635,32.013
2015-08-16 07:00:00,30.634,31.997
2015-08-16 08:00:00,30.63,31.997
2015-08-16 09:00:00,30.631,32.04
2015-08-16 10:00:00,30.633,32.16
2015-08-16 11:00:00,30.637,32.169
2015-08-16 12:00:00,30.643,32.177
2015-08-16 13:00:00,30.647,32.187
2015-08-16 14:00:00,30.653,32.193
2015-08-16 15:00:00,30.655,32.19
2015-08-16 16:00:00,30.649,32.192
2015-08-16 17:00:00,30.64,32.195
2015-08-16 18:00:00,30.646,32.184
2015-08-16 19:00:00,30.662,32.184
2015-08-16 20:00:00,30.681,32.191
2015-08-16 21:00:00,30.695,32.193
2015-08-16 22:00:00,30.718,32.192
2015-08-16 23:00:00,30.737,32.197
2015-08-17 00:00:00,30.757,32.183
2015-08-17 01:00:00,30.766,32.191
2015-08-17 02:00:00,30.777,32.185
2015-08-17 03:00:00,30.781,32.145
2015-08-17 04:00:00,30.787,32.075
2015-08-17 05:00:00,30.789,32.023
2015-08-17 06:00:00,30.79,32.046
2015-08-17 07:00:00,30.792,32.118
2015-08-17 08:00:00,30.794,32.147
2015-08-17 09:00:00,30.799,32.073
2015-08-17 10:00:00,30.802,32.033
2015-08-17 11:00:00,30.807,32.021
2015-08-17 12:00:00,30.812,32.008
2015-08-17 13:00:00,30.815,32.017
2015-08-17 14:00:00,30.821,32.092
2015-08-17 15:00:00,30.826,32.085
2015-08-17 16:00:00,30.83,32.015
2015-08-17 17:00:00,30.838,32.048
2015-08-17 18:00:00,30.848,32.071
2015-08-17 19:00:00,30.857,32.084
2015-08-17 20:00:00,30.861,32.076
2015-08-17 21:00:00,30.865,32.036
2015-08-17 22:00:00,30.873,32.071
2015-08-17 23:00:00,30.876,32.114
2015-08-18 00:00:00,30.879,32.083
2015-08-18 01:00:00,30.884,32.045
2015-08-18 02:00:00,30.888,32.04
2015-08-18 03:00:00,30.893,32.072
2015-08-18 04:00:00,30.895,32.105
2015-08-18 05:00:00,30.89,32.056
2015-08-18 06:00:00,30.882,32.038
2015-08-18 07:00:00,30.883,32.012
2015-08-18 08:00:00,30.882,32.028
2015-08-18 09:00:00,30.884,31.989
2015-08-18 10:00:00,30.888,32.125
2015-08-18 11:00:00,30.89,32.013
2015-08-18 12:00:00,30.896,32.056
2015-08-18 13:00:00,30.901,32.045
2015-08-18 14:00:00,30.903,32.021
2015-08-18 15:00:00,30.905,32.036
2015-08-18 16:00:00,30.906,32.049
2015-08-18 17:00:00,30.906,32.048
2015-08-18 18:00:00,30.906,32.068
2015-08-18 19:00:00,30.906,32.039
2015-08-18 20:00:00,30.9,32.037
2015-08-18 21:00:00,30.896,32.035
2015-08-18 22:00:00,30.895,32.005
2015-08-18 23:00:00,30.897,32.049
2015-08-19 00:00:00,30.898,32.05
2015-08-19 01:00:00,30.913,32.031
2015-08-19 02:00:00,30.917,32.027
2015-08-19 03:00:00,30.919,32.007
2015-08-19 04:00:00,30.921,31.99
2015-08-19 05:00:00,30.923,32.001
2015-08-19 06:00:00,30.926,31.985
2015-08-19 07:00:00,30.929,31.961
2015-08-19 08:00:00,30.93,31.966
2015-08-19 09:00:00,30.93,31.942
2015-08-19 10:00:00,30.928,31.957
2015-08-19 11:00:00,30.928,31.93
2015-08-19 12:00:00,30.927,31.931
2015-08-19 13:00:00,30.926,31.933
2015-08-19 14:00:00,30.928,32.003
2015-08-19 15:00:00,30.935,32.057
2015-08-19 16:00:00,30.942,31.931
2015-08-19 17:00:00,30.947,31.991
2015-08-19 18:00:00,30.952,31.992
2015-08-19 19:00:00,30.956,32.008
2015-08-19 20:00:00,30.967,31.978
2015-08-19 21:00:00,30.984,31.888
2015-08-19 22:00:00,31.029,31.986
2015-08-19 23:00:00,31.042,31.912
2015-08-20 00:00:00,30.999,31.925
2015-08-20 01:00:00,30.957,31.888
2015-08-20 02:00:00,30.926,31.898
2015-08-20 03:00:00,30.915,31.853
2015-08-20 04:00:00,30.899,31.931
2015-08-20 05:00:00,30.889,31.997
2015-08-20 06:00:00,30.875,31.877
2015-08-20 07:00:00,30.875,31.971
2015-08-20 08:00:00,30.88,31.903
2015-08-20 09:00:00,30.888,31.953
2015-08-20 10:00:00,30.908,31.853
2015-08-20 11:00:00,30.916,31.84
2015-08-20 12:00:00,30.902,31.823
2015-08-20 13:00:00,30.896,31.82
2015-08-20 14:00:00,30.886,31.833
2015-08-20 15:00:00,30.945,31.765
2015-08-20 16:00:00,31.004,31.848
2015-08-20 17:00:00,31.047,31.912
2015-08-20 18:00:00,31.042,31.82
2015-08-20 19:00:00,31.052,31.817
2015-08-20 20:00:00,31.064,31.809
2015-08-20 21:00:00,31.027,31.849
2015-08-20 22:00:00,30.925,31.714
2015-08-20 23:00:00,30.883,31.713
2015-08-21 00:00:00,30.915,31.691
2015-08-21 01:00:00,30.92,31.655
2015-08-21 02:00:00,30.89,31.66
2015-08-21 03:00:00,30.879,31.73
2015-08-21 04:00:00,30.88,31.782
2015-08-21 05:00:00,30.89,31.794
2015-08-21 06:00:00,30.909,31.742
2015-08-21 07:00:00,30.935,31.797
2015-08-21 08:00:00,30.958,31.761
2015-08-21 09:00:00,30.971,31.681
2015-08-21 10:00:00,30.971,31.615
2015-08-21 11:00:00,30.969,31.52
2015-08-21 12:00:00,30.967,31.587
2015-08-21 13:00:00,30.964,31.622
2015-08-21 14:00:00,30.964,31.611
2015-08-21 15:00:00,30.968,31.54
2015-08-21 16:00:00,30.972,31.455
2015-08-21 17:00:00,30.973,31.606
2015-08-21 18:00:00,30.97,31.601
2015-08-21 19:00:00,30.967,31.474
2015-08-21 20:00:00,30.964,31.521
2015-08-21 21:00:00,30.96,31.485
2015-08-21 22:00:00,30.954,31.536
2015-08-21 23:00:00,30.955,31.519
2015-08-22 00:00:00,30.957,31.571
2015-08-22 01:00:00,30.96,31.559
2015-08-22 02:00:00,30.962,31.513
2015-08-22 03:00:00,30.968,31.511
2015-08-22 04:00:00,30.971,31.528
2015-08-22 05:00:00,30.976,31.503
2015-08-22 06:00:00,30.973,31.507
2015-08-22 07:00:00,30.968,31.495
2015-08-22 08:00:00,30.966,31.58
2015-08-22 09:00:00,30.965,31.689
2015-08-22 10:00:00,30.964,31.665
2015-08-22 11:00:00,30.965,31.774
2015-08-22 12:00:00,30.968,31.737
2015-08-22 13:00:00,30.97,31.734
2015-08-22 14:00:00,30.973,31.783
2015-08-22 15:00:00,30.975,31.731
2015-08-22 16:00:00,30.978,31.763
2015-08-22 17:00:00,30.986,31.746
2015-08-22 18:00:00,30.98,31.784
2015-08-22 19:00:00,30.983,31.759
2015-08-22 20:00:00,30.983,31.701
2015-08-22 21:00:00,30.977,31.736
2015-08-22 22:00:00,30.976,31.864
2015-08-22 23:00:00,30.981,31.788
2015-08-23 00:00:00,30.987,31.705
2015-08-23 01:00:00,30.986,31.682
2015-08-23 02:00:00,30.983,31.702
2015-08-23 03:00:00,30.985,31.719
2015-08-23 04:00:00,30.988,31.776
2015-08-23 05:00:00,30.988,31.65
2015-08-23 06:00:00,30.988,31.728
2015-08-23 07:00:00,30.982,31.853
2015-08-23 08:00:00,30.98,32.121
2015-08-23 09:00:00,30.977,31.849
2015-08-23 10:00:00,30.977,31.921
2015-08-23 11:00:00,30.978,31.845
2015-08-23 12:00:00,30.973,31.765
2015-08-23 13:00:00,30.976,31.813
2015-08-23 14:00:00,30.976,31.77
2015-08-23 15:00:00,30.983,31.952
2015-08-23 16:00:00,31.001,32.028
2015-08-23 17:00:00,31.004,32.166
2015-08-23 18:00:00,31.004,32.115
2015-08-23 19:00:00,31.004,32.183
2015-08-23 20:00:00,30.987,32.19
2015-08-23 21:00:00,30.988,32.184
2015-08-23 22:00:00,30.974,32.056
2015-08-23 23:00:00,30.979,32.097
2015-08-24 00:00:00,30.978,32.02
2015-08-24 01:00:00,30.982,31.971
2015-08-24 02:00:00,30.985,32.173
2015-08-24 03:00:00,31.003,32.211
2015-08-24 04:00:00,31.033,32.178
2015-08-24 05:00:00,31.085,32.15
2015-08-24 06:00:00,31.113,32.147
2015-08-24 07:00:00,31.092,32.148
2015-08-24 08:00:00,31.096,32.14
2015-08-24 09:00:00,31.097,32.161
2015-08-24 10:00:00,31.096,32.158
2015-08-24 11:00:00,31.101,32.155
2015-08-24 12:00:00,31.113,32.183
2015-08-24 13:00:00,31.13,32.186
2015-08-24 14:00:00,31.11,32.2
2015-08-24 15:00:00,31.1,32.172
2015-08-24 16:00:00,31.066,32.188
2015-08-24 17:00:00,31.098,32.181
2015-08-24 18:00:00,31.115,32.184
2015-08-24 19:00:00,31.124,32.19
2015-08-24 20:00:00,31.11,32.181
2015-08-24 21:00:00,31.109,32.172
2015-08-24 22:00:00,31.085,32.155
2015-08-24 23:00:00,31.044,32.138
2015-08-25 00:00:00,31.042,32.184
2015-08-25 01:00:00,31.055,32.13
2015-08-25 02:00:00,31.059,32.142
2015-08-25 03:00:00,31.073,32.143
2015-08-25 04:00:00,31.084,32.205
2015-08-25 05:00:00,31.102,32.174
2015-08-25 06:00:00,31.117,32.097
