time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m
2024-06-09 03:00:00,303.468,330.433
2024-06-09 04:00:00,302.968,330.72
2024-06-09 05:00:00,304.096,330.668
2024-06-09 06:00:00,308.417,331.759
2024-06-09 07:00:00,314.05,334.569
2024-06-09 08:00:00,316.796,338.171
2024-06-09 09:00:00,317.904,339.898
2024-06-09 10:00:00,318.24,340.625
2024-06-09 11:00:00,318.813,339.409
2024-06-09 12:00:00,321.22,334.439
2024-06-09 13:00:00,320.729,331.628
2024-06-09 14:00:00,320.111,331.339
2024-06-09 15:00:00,319.721,331.501
2024-06-09 16:00:00,319.159,334.436
2024-06-09 17:00:00,319.366,338.169
2024-06-09 18:00:00,320.092,339.873
2024-06-09 19:00:00,320.692,339.933
2024-06-09 20:00:00,320.655,339.985
2024-06-09 21:00:00,319.924,340.241
2024-06-09 22:00:00,318.439,339.531
2024-06-09 23:00:00,317.725,338.134
2024-06-10 00:00:00,317.251,334.901
2024-06-10 01:00:00,316.092,330.804
2024-06-10 02:00:00,314.573,328.786
2024-06-10 03:00:00,313.228,328.675
2024-06-10 04:00:00,312.375,329.592
2024-06-10 05:00:00,312.026,329.97
2024-06-10 06:00:00,310.879,330.007
2024-06-10 07:00:00,311.109,331.76
2024-06-10 08:00:00,314.935,335.656
2024-06-10 09:00:00,318.272,337.73
2024-06-10 10:00:00,317.329,338.642
2024-06-10 11:00:00,317.817,338.615
2024-06-10 12:00:00,318.175,338.094
2024-06-10 13:00:00,318.171,337.58
2024-06-10 14:00:00,317.477,336.625
2024-06-10 15:00:00,317.776,335.948
2024-06-10 16:00:00,317.505,336.162
2024-06-10 17:00:00,317.525,336.921
2024-06-10 18:00:00,318.144,338.132
2024-06-10 19:00:00,319.434,339.305
2024-06-10 20:00:00,320.144,340.046
2024-06-10 21:00:00,320.11,340.508
2024-06-10 22:00:00,319.548,339.897
2024-06-10 23:00:00,318.924,339.612
2024-06-11 00:00:00,317.119,337.967
2024-06-11 01:00:00,314.607,335.566
2024-06-11 02:00:00,313.745,330.244
2024-06-11 03:00:00,313.004,328.669
2024-06-11 04:00:00,310.902,329.023
2024-06-11 05:00:00,308.184,329.385
2024-06-11 06:00:00,308.326,329.567
2024-06-11 07:00:00,312.698,330.862
2024-06-11 08:00:00,317.162,333.61
2024-06-11 09:00:00,320.404,335.043
2024-06-11 10:00:00,320.493,335.96
2024-06-11 11:00:00,318.947,337.154
2024-06-11 12:00:00,317.928,337.736
2024-06-11 13:00:00,317.275,337.297
2024-06-11 14:00:00,316.623,336.459
2024-06-11 15:00:00,316.438,334.841
2024-06-11 16:00:00,316.343,334.195
2024-06-11 17:00:00,317.031,334.125
2024-06-11 18:00:00,318.28,334.699
2024-06-11 19:00:00,319.317,336.086
2024-06-11 20:00:00,319.963,336.095
2024-06-11 21:00:00,320.213,335.588
2024-06-11 22:00:00,320.28,335.439
2024-06-11 23:00:00,320.039,335.633
2024-06-12 00:00:00,319.503,335.155
2024-06-12 01:00:00,319.284,333.181
2024-06-12 02:00:00,318.07,329.91
2024-06-12 03:00:00,313.519,328.378
2024-06-12 04:00:00,310.857,328.22
2024-06-12 05:00:00,310.347,327.984
2024-06-12 06:00:00,309.514,328.142
2024-06-12 07:00:00,312.131,328.732
2024-06-12 08:00:00,317.814,328.805
2024-06-12 09:00:00,318.897,329.503
2024-06-12 10:00:00,319.146,330.425
2024-06-12 11:00:00,319.311,332.191
2024-06-12 12:00:00,319.026,332.858
2024-06-12 13:00:00,318.625,330.784
2024-06-12 14:00:00,317.334,328.59
2024-06-12 15:00:00,316.67,328.053
2024-06-12 16:00:00,315.718,327.714
2024-06-12 17:00:00,315.779,327.403
2024-06-12 18:00:00,316.782,327.656
2024-06-12 19:00:00,317.871,328.052
2024-06-12 20:00:00,318.488,328.73
2024-06-12 21:00:00,319.077,329.493
2024-06-12 22:00:00,318.969,329.923
2024-06-12 23:00:00,318.745,330.036
2024-06-13 00:00:00,318.573,329.135
2024-06-13 01:00:00,317.869,328.622
2024-06-13 02:00:00,317.027,327.802
2024-06-13 03:00:00,315.019,326.818
2024-06-13 04:00:00,311.562,325.822
2024-06-13 05:00:00,310.535,325.531
2024-06-13 06:00:00,310.213,325.274
2024-06-13 07:00:00,310.353,325.141
2024-06-13 08:00:00,313.431,325.241
2024-06-13 09:00:00,316.694,326.059
2024-06-13 10:00:00,317.442,328.198
2024-06-13 11:00:00,317.062,329.158
2024-06-13 12:00:00,316.875,329.153
2024-06-13 13:00:00,314.326,328.792
2024-06-13 14:00:00,313.615,328.05
2024-06-13 15:00:00,315.211,327.316
2024-06-13 16:00:00,314.898,326.615
2024-06-13 17:00:00,312.928,326.33
2024-06-13 18:00:00,312.736,326.093
2024-06-13 19:00:00,312.578,326.59
2024-06-13 20:00:00,313.404,327.425
2024-06-13 21:00:00,314.803,328.61
2024-06-13 22:00:00,315.462,329.588
2024-06-13 23:00:00,315.83,329.91
2024-06-14 00:00:00,315.836,330.106
2024-06-14 01:00:00,314.682,329.822
2024-06-14 02:00:00,312.541,329.077
2024-06-14 03:00:00,311.938,328.351
2024-06-14 04:00:00,311.551,327.695
2024-06-14 05:00:00,309.806,327.063
2024-06-14 06:00:00,308.707,326.334
2024-06-14 07:00:00,309.253,325.898
2024-06-14 08:00:00,310.281,326.021
2024-06-14 09:00:00,310.483,326.932
2024-06-14 10:00:00,312.772,328.337
2024-06-14 11:00:00,312.968,329.208
2024-06-14 12:00:00,312.932,330.057
2024-06-14 13:00:00,317.911,330.164
2024-06-14 14:00:00,320.03,329.262
2024-06-14 15:00:00,316.944,328.24
2024-06-14 16:00:00,312.171,327.382
2024-06-14 17:00:00,312.517,326.893
2024-06-14 18:00:00,313.807,326.631
2024-06-14 19:00:00,310.892,326.091
2024-06-14 20:00:00,310.754,325.637
2024-06-14 21:00:00,310.779,326.317
2024-06-14 22:00:00,310.993,326.925
2024-06-14 23:00:00,311.43,327.517
2024-06-15 00:00:00,311.109,328.054
2024-06-15 01:00:00,311.741,328.183
2024-06-15 02:00:00,313.913,328.025
2024-06-15 03:00:00,315.944,327.678
2024-06-15 04:00:00,313.148,327.324
2024-06-15 05:00:00,309.98,326.879
2024-06-15 06:00:00,307.646,326.443
2024-06-15 07:00:00,307.88,326.34
2024-06-15 08:00:00,307.699,325.852
2024-06-15 09:00:00,309.66,325.937
2024-06-15 10:00:00,311.063,325.67
2024-06-15 11:00:00,312.402,325.892
2024-06-15 12:00:00,311.398,326.571
2024-06-15 13:00:00,314.014,327.079
2024-06-15 14:00:00,314.481,327.852
2024-06-15 15:00:00,309.293,328.25
2024-06-15 16:00:00,304.59,327.941
2024-06-15 17:00:00,308.706,327.596
2024-06-15 18:00:00,310.873,326.997
2024-06-15 19:00:00,309.931,325.922
2024-06-15 20:00:00,308.462,325.532
2024-06-15 21:00:00,307.509,325.172
2024-06-15 22:00:00,307.832,324.552
2024-06-15 23:00:00,308.151,324.199
2024-06-16 00:00:00,308.922,323.692
2024-06-16 01:00:00,309.752,323.378
2024-06-16 02:00:00,310.449,323.232
2024-06-16 03:00:00,309.558,323.607
2024-06-16 04:00:00,310.869,323.857
2024-06-16 05:00:00,311.177,323.811
2024-06-16 06:00:00,310.138,323.754
2024-06-16 07:00:00,306.969,324.175
2024-06-16 08:00:00,306.621,323.614
2024-06-16 09:00:00,308.213,323.877
2024-06-16 10:00:00,309.622,324.567
2024-06-16 11:00:00,308.18,325.267
2024-06-16 12:00:00,305.613,326.046
2024-06-16 13:00:00,304.7,326.207
2024-06-16 14:00:00,304.048,326.86
2024-06-16 15:00:00,303.727,325.657
2024-06-16 16:00:00,306.541,325.348
2024-06-16 17:00:00,309.003,324.218
2024-06-16 18:00:00,309.999,323.053
2024-06-16 19:00:00,309.017,322.029
2024-06-16 20:00:00,307.893,321.428
2024-06-16 21:00:00,304.516,321.673
2024-06-16 22:00:00,300.396,320.875
2024-06-16 23:00:00,300.183,320.602
2024-06-17 00:00:00,299.494,319.776
2024-06-17 01:00:00,304.192,319.905
2024-06-17 02:00:00,306.381,320.323
2024-06-17 03:00:00,306.747,320.756
2024-06-17 04:00:00,306.521,322.011
2024-06-17 05:00:00,307.332,322.524
2024-06-17 06:00:00,307.587,323.175
2024-06-17 07:00:00,307.323,321.581
2024-06-17 08:00:00,307.437,321.364
2024-06-17 09:00:00,306.949,321.222
2024-06-17 10:00:00,306.835,320.428
2024-06-17 11:00:00,305.771,320.449
2024-06-17 12:00:00,306.925,321.797
2024-06-17 13:00:00,306.173,323.669
2024-06-17 14:00:00,304.99,325.907
2024-06-17 15:00:00,304.838,325.724
2024-06-17 16:00:00,305.846,324.98
2024-06-17 17:00:00,307.327,323.691
2024-06-17 18:00:00,307.173,320.969
2024-06-17 19:00:00,306.814,318.645
2024-06-17 20:00:00,304.998,318.445
2024-06-17 21:00:00,303.498,317.592
2024-06-17 22:00:00,302.401,316.116
2024-06-17 23:00:00,300.705,315.785
2024-06-18 00:00:00,301.014,315.138
2024-06-18 01:00:00,301.39,315.706
2024-06-18 02:00:00,304.039,317.806
2024-06-18 03:00:00,305.221,317.678
2024-06-18 04:00:00,305.083,318.556
2024-06-18 05:00:00,305.549,320.218
2024-06-18 06:00:00,306.379,321.712
2024-06-18 07:00:00,306.745,322.135
2024-06-18 08:00:00,306.936,321.633
2024-06-18 09:00:00,306.711,321.739
2024-06-18 10:00:00,306.603,322.291
2024-06-18 11:00:00,306.632,323.659
2024-06-18 12:00:00,306.735,325.071
2024-06-18 13:00:00,306.062,325.413
2024-06-18 14:00:00,306.899,325.262
2024-06-18 15:00:00,308.8,324.867
2024-06-18 16:00:00,308.562,324.648
2024-06-18 17:00:00,306.986,324.755
2024-06-18 18:00:00,305.842,324.614
2024-06-18 19:00:00,305.98,322.694
2024-06-18 20:00:00,305.934,319.1
2024-06-18 21:00:00,303.932,315.546
2024-06-18 22:00:00,303.303,315.889
2024-06-18 23:00:00,302.256,315.865
2024-06-19 00:00:00,302.049,316.117
2024-06-19 01:00:00,302.134,315.893
2024-06-19 02:00:00,301.996,316.074
2024-06-19 03:00:00,302.445,316.624
2024-06-19 04:00:00,303.229,319.016
2024-06-19 05:00:00,304.889,323.272
2024-06-19 06:00:00,306.368,323.047
2024-06-19 07:00:00,307.803,321.807
2024-06-19 08:00:00,309.51,320.67
2024-06-19 09:00:00,311.404,320.958
2024-06-19 10:00:00,313.791,321.245
2024-06-19 11:00:00,313.475,321.411
2024-06-19 12:00:00,313.268,319.535
2024-06-19 13:00:00,313.326,319.778
2024-06-19 14:00:00,313.913,319.644
2024-06-19 15:00:00,314.306,320.019
2024-06-19 16:00:00,314.131,320.578
2024-06-19 17:00:00,313.722,320.115
2024-06-19 18:00:00,313.643,319.116
2024-06-19 19:00:00,313.339,318.508
2024-06-19 20:00:00,308.868,317.801
2024-06-19 21:00:00,304.384,320.177
2024-06-19 22:00:00,302.806,319.912
2024-06-19 23:00:00,301.682,319.665
2024-06-20 00:00:00,300.835,319.768
2024-06-20 01:00:00,301.53,319.171
2024-06-20 02:00:00,301.357,317.366
2024-06-20 03:00:00,301.926,317.617
2024-06-20 04:00:00,304.824,318.185
2024-06-20 05:00:00,311.345,319.173
2024-06-20 06:00:00,312.148,319.701
2024-06-20 07:00:00,312.053,319.408
2024-06-20 08:00:00,312.342,321.228
2024-06-20 09:00:00,313.278,322.597
2024-06-20 10:00:00,313.524,323.994
2024-06-20 11:00:00,313.838,325.167
2024-06-20 12:00:00,313.707,325.704
2024-06-20 13:00:00,313.791,325.613
2024-06-20 14:00:00,313.462,325.767
2024-06-20 15:00:00,313.273,326.194
2024-06-20 16:00:00,313.2,327.046
2024-06-20 17:00:00,313.301,326.231
2024-06-20 18:00:00,312.911,324.633
2024-06-20 19:00:00,312.512,323.284
2024-06-20 20:00:00,311.577,319.067
2024-06-20 21:00:00,311.695,316.095
2024-06-20 22:00:00,304.786,315.985
2024-06-20 23:00:00,301.518,316.344
2024-06-21 00:00:00,300.198,316.259
2024-06-21 01:00:00,299.925,316.926
2024-06-21 02:00:00,300.089,316.594
2024-06-21 03:00:00,300.89,316.374
2024-06-21 04:00:00,306.506,315.837
2024-06-21 05:00:00,310.202,317.071
2024-06-21 06:00:00,310.867,316.812
2024-06-21 07:00:00,311.741,317.122
2024-06-21 08:00:00,313.144,318.726
2024-06-21 09:00:00,314.968,321.742
2024-06-21 10:00:00,315.78,323.588
2024-06-21 11:00:00,316.684,325.977
2024-06-21 12:00:00,316.681,325.447
2024-06-21 13:00:00,317.018,323.748
2024-06-21 14:00:00,317.714,321.426
2024-06-21 15:00:00,317.723,320.557
2024-06-21 16:00:00,317.344,320.603
2024-06-21 17:00:00,316.861,320.129
2024-06-21 18:00:00,316.344,318.992
2024-06-21 19:00:00,315.131,317.292
2024-06-21 20:00:00,313.234,317.629
2024-06-21 21:00:00,311.239,317.591
2024-06-21 22:00:00,310.456,316.838
2024-06-21 23:00:00,307.655,316.441
2024-06-22 00:00:00,301.303,315.5
2024-06-22 01:00:00,299.781,314.997
2024-06-22 02:00:00,300.007,315.834
2024-06-22 03:00:00,301.733,316.006
2024-06-22 04:00:00,307.019,315.418
2024-06-22 05:00:00,309.029,315.895
2024-06-22 06:00:00,310.088,317.478
2024-06-22 07:00:00,311.662,320.481
2024-06-22 08:00:00,313.723,317.478
2024-06-22 09:00:00,315.109,320.021
2024-06-22 10:00:00,315.257,321.071
2024-06-22 11:00:00,315.794,320.657
2024-06-22 12:00:00,316.435,321.207
2024-06-22 13:00:00,317.106,320.709
2024-06-22 14:00:00,317.645,320.412
2024-06-22 15:00:00,317.761,320.189
2024-06-22 16:00:00,317.647,321.155
2024-06-22 17:00:00,317.595,321.256
2024-06-22 18:00:00,317.316,321.422
2024-06-22 19:00:00,316.999,319.516
2024-06-22 20:00:00,316.309,316.572
2024-06-22 21:00:00,314.437,318.847
2024-06-22 22:00:00,312.394,316.409
2024-06-22 23:00:00,310.451,315.523
2024-06-23 00:00:00,306.498,314.138
2024-06-23 01:00:00,302.102,313.826
2024-06-23 02:00:00,301.027,312.325
2024-06-23 03:00:00,302.443,311.997
2024-06-23 04:00:00,307.178,312.438
2024-06-23 05:00:00,309.608,314.272
2024-06-23 06:00:00,310.194,314.604
2024-06-23 07:00:00,311.565,315.546
2024-06-23 08:00:00,313.041,316.403
2024-06-23 09:00:00,313.655,317.25
2024-06-23 10:00:00,314.512,318.403
2024-06-23 11:00:00,313.704,316.489
2024-06-23 12:00:00,314.601,316.943
2024-06-23 13:00:00,314.838,316.956
2024-06-23 14:00:00,315.583,316.519
2024-06-23 15:00:00,316.68,315.252
2024-06-23 16:00:00,317.06,315.255
2024-06-23 17:00:00,316.792,316.487
2024-06-23 18:00:00,316.804,315.809
2024-06-23 19:00:00,316.604,316.06
2024-06-23 20:00:00,316.325,318.05
2024-06-23 21:00:00,315.489,315.854
2024-06-23 22:00:00,312.738,311.494
2024-06-23 23:00:00,308.903,309.642
2024-06-24 00:00:00,306.795,308.172
2024-06-24 01:00:00,305.552,307.793
2024-06-24 02:00:00,304.571,307.501
2024-06-24 03:00:00,303.74,307.791
2024-06-24 04:00:00,303.301,307.404
2024-06-24 05:00:00,303.827,307.732
2024-06-24 06:00:00,305.952,308.344
2024-06-24 07:00:00,308.477,309.54
2024-06-24 08:00:00,309.559,309.661
2024-06-24 09:00:00,309.575,310.516
2024-06-24 10:00:00,310.107,310.824
2024-06-24 11:00:00,310.306,310.006
2024-06-24 12:00:00,310.653,309.064
2024-06-24 13:00:00,310.828,308.707
2024-06-24 14:00:00,311.267,308.511
2024-06-24 15:00:00,311.692,308.82
2024-06-24 16:00:00,312.767,309.787
2024-06-24 17:00:00,313.994,310.573
2024-06-24 18:00:00,314.384,311.752
2024-06-24 19:00:00,314.327,312.123
2024-06-24 20:00:00,314.264,310.788
2024-06-24 21:00:00,312.814,309.371
2024-06-24 22:00:00,310.402,308.001
2024-06-24 23:00:00,306.843,305.282
2024-06-25 00:00:00,306.75,303.109
2024-06-25 01:00:00,305.172,302.975
2024-06-25 02:00:00,301.67,301.072
2024-06-25 03:00:00,300.29,300.736
2024-06-25 04:00:00,299.483,300.026
2024-06-25 05:00:00,300.696,300.271
2024-06-25 06:00:00,305.133,301.24
2024-06-25 07:00:00,306.592,302.703
2024-06-25 08:00:00,306.512,305.505
2024-06-25 09:00:00,306.187,306.736
2024-06-25 10:00:00,307.221,307.342
2024-06-25 11:00:00,307.652,307.83
2024-06-25 12:00:00,308.289,307.162
2024-06-25 13:00:00,308.342,307.838
2024-06-25 14:00:00,308.364,309.865
2024-06-25 15:00:00,308.35,312.448
2024-06-25 16:00:00,308.437,313.592
2024-06-25 17:00:00,308.93,316.821
2024-06-25 18:00:00,310.407,319.524
2024-06-25 19:00:00,311.978,319.764
2024-06-25 20:00:00,312.152,325.139
2024-06-25 21:00:00,311.261,329.573
2024-06-25 22:00:00,308.856,334.439
2024-06-25 23:00:00,308.024,338.241
2024-06-26 00:00:00,307.501,340.16
2024-06-26 01:00:00,304.342,342.442
2024-06-26 02:00:00,302.254,341.826
2024-06-26 03:00:00,301.49,339.484
2024-06-26 04:00:00,300.701,336.232
2024-06-26 05:00:00,300.164,337.985
2024-06-26 06:00:00,300.518,343.075
2024-06-26 07:00:00,301.853,341.425
2024-06-26 08:00:00,304.078,343.471
2024-06-26 09:00:00,303.256,348.025
2024-06-26 10:00:00,304.681,348.689
2024-06-26 11:00:00,306.856,346.652
2024-06-26 12:00:00,306.923,347.514
2024-06-26 13:00:00,307.208,347.402
2024-06-26 14:00:00,306.807,346.944
2024-06-26 15:00:00,306.9,345.77
2024-06-26 16:00:00,306.677,344.546
2024-06-26 17:00:00,306.203,343.961
2024-06-26 18:00:00,305.555,344.204
2024-06-26 19:00:00,307.946,344.896
2024-06-26 20:00:00,309.093,343.788
2024-06-26 21:00:00,309.382,343.629
2024-06-26 22:00:00,307.879,344.105
2024-06-26 23:00:00,305.426,342.488
2024-06-27 00:00:00,304.866,342.857
2024-06-27 01:00:00,302.375,342.487
2024-06-27 02:00:00,302.929,343.807
2024-06-27 03:00:00,299.322,342.423
2024-06-27 04:00:00,296.882,340.787
2024-06-27 05:00:00,294.849,339.924
2024-06-27 06:00:00,296.119,339.009
2024-06-27 07:00:00,300.74,339.134
2024-06-27 08:00:00,304.033,339.733
2024-06-27 09:00:00,304.004,337.285
2024-06-27 10:00:00,303.211,338.224
2024-06-27 11:00:00,304.297,335.391
2024-06-27 12:00:00,306.002,336.858
2024-06-27 13:00:00,305.798,339.31
2024-06-27 14:00:00,305.523,339.94
2024-06-27 15:00:00,302.919,338.427
2024-06-27 16:00:00,300.376,336.781
2024-06-27 17:00:00,301.138,335.306
2024-06-27 18:00:00,302.673,333.396
2024-06-27 19:00:00,303.478,332.496
2024-06-27 20:00:00,302.866,332.148
2024-06-27 21:00:00,302.651,332.019
2024-06-27 22:00:00,302.987,332.398
2024-06-27 23:00:00,303.004,332.811
2024-06-28 00:00:00,302.847,333.492
2024-06-28 01:00:00,300.795,333.971
2024-06-28 02:00:00,296.716,333.225
2024-06-28 03:00:00,291.149,334.516
2024-06-28 04:00:00,290.474,333.797
2024-06-28 05:00:00,292.473,334.363
2024-06-28 06:00:00,294.835,334.409
2024-06-28 07:00:00,294.796,333.664
2024-06-28 08:00:00,294.478,332.487
2024-06-28 09:00:00,292.363,332.576
2024-06-28 10:00:00,297.365,330.944
2024-06-28 11:00:00,302.145,332.046
2024-06-28 12:00:00,301.429,332.997
2024-06-28 13:00:00,299.82,333.24
2024-06-28 14:00:00,297.199,332.452
2024-06-28 15:00:00,296.29,331.671
2024-06-28 16:00:00,295.246,330.986
2024-06-28 17:00:00,292.306,331.519
2024-06-28 18:00:00,290.084,331.371
2024-06-28 19:00:00,290.146,331.019
2024-06-28 20:00:00,292.937,330.908
2024-06-28 21:00:00,293.164,330.712
2024-06-28 22:00:00,292.092,330.87
2024-06-28 23:00:00,291.155,329.885
2024-06-29 00:00:00,290.041,331.12
2024-06-29 01:00:00,289.895,331.419
2024-06-29 02:00:00,291.134,331.329
2024-06-29 03:00:00,291.51,332.37
2024-06-29 04:00:00,288.578,332.479
2024-06-29 05:00:00,284.306,332.065
2024-06-29 06:00:00,282.109,330.71
2024-06-29 07:00:00,281.995,330.929
2024-06-29 08:00:00,283.656,330.467
2024-06-29 09:00:00,286.187,329.765
2024-06-29 10:00:00,287.772,329.241
2024-06-29 11:00:00,289.049,328.754
2024-06-29 12:00:00,291.26,328.819
2024-06-29 13:00:00,295.568,328.519
2024-06-29 14:00:00,296.186,328.467
2024-06-29 15:00:00,295.474,328.192
2024-06-29 16:00:00,294.099,328.261
2024-06-29 17:00:00,291.404,328.616
2024-06-29 18:00:00,286.925,328.662
2024-06-29 19:00:00,282.256,328.04
2024-06-29 20:00:00,280.613,329.009
2024-06-29 21:00:00,280.529,328.429
2024-06-29 22:00:00,282.215,328.036
2024-06-29 23:00:00,284.33,327.87
2024-06-30 00:00:00,285.981,327.9
2024-06-30 01:00:00,288.86,327.792
2024-06-30 02:00:00,290.615,328.111
2024-06-30 03:00:00,290.808,328.276
2024-06-30 04:00:00,289.677,329.025
2024-06-30 05:00:00,286.957,329.077
2024-06-30 06:00:00,283.845,328.696
2024-06-30 07:00:00,282.673,328.013
2024-06-30 08:00:00,282.843,327.683
2024-06-30 09:00:00,285.534,327.519
2024-06-30 10:00:00,288.991,326.689
2024-06-30 11:00:00,290.521,325.423
2024-06-30 12:00:00,292.619,323.699
2024-06-30 13:00:00,294.985,323.515
2024-06-30 14:00:00,295.329,323.447
2024-06-30 15:00:00,294.447,323.909
2024-06-30 16:00:00,293.866,325.532
2024-06-30 17:00:00,292.34,326.615
2024-06-30 18:00:00,287.761,326.441
2024-06-30 19:00:00,281.309,326.34
2024-06-30 20:00:00,279.106,327.341
2024-06-30 21:00:00,278.255,326.235
2024-06-30 22:00:00,279.142,325.376
2024-06-30 23:00:00,282.316,324.478
2024-07-01 00:00:00,284.286,321.465
2024-07-01 01:00:00,285.596,324.663
2024-07-01 02:00:00,288.244,325.445
2024-07-01 03:00:00,290.343,325.089
2024-07-01 04:00:00,291.344,325.01
2024-07-01 05:00:00,290.901,326.302
2024-07-01 06:00:00,290.149,326.836
2024-07-01 07:00:00,289.289,326.972
2024-07-01 08:00:00,288.971,326.787
2024-07-01 09:00:00,289.766,326.003
2024-07-01 10:00:00,289.663,325.413
2024-07-01 11:00:00,289.288,322.65
2024-07-01 12:00:00,289.369,320.687
2024-07-01 13:00:00,291.32,321.142
2024-07-01 14:00:00,293.236,320.137
2024-07-01 15:00:00,293.511,320.097
2024-07-01 16:00:00,293.435,323.596
2024-07-01 17:00:00,292.683,325.933
2024-07-01 18:00:00,290.912,327.612
2024-07-01 19:00:00,284.207,327.266
2024-07-01 20:00:00,279.681,326.4
2024-07-01 21:00:00,278.958,322.858
2024-07-01 22:00:00,285.346,321.836
2024-07-01 23:00:00,288.269,321.804
2024-07-02 00:00:00,288.777,322.345
2024-07-02 01:00:00,289.184,325.476
